product_id,name,department,clothing,type_of_clothing,price,color
1246941004,áo thun ôm,woman,shirt,shortsleeve,24900,màu trắng (#ffffff)
1247022003,váy viscose,woman,dresses,shortdresses,69900,màu đen/hoa văn (#272628)
1247701002,áo măng tô lông xù,woman,jacketscoats,coats,1999000,màu nâu đậm (#433f39)
1173609005,mom loose fit ultra high ankle jeans,woman,trousers,loose,49900,"màu xanh denim nhạt (#79829d), màu xanh denim (#4c5164), màu xanh denim lợt (#8898ac), màu xám đậm (#94989f)"
1219920002,áo jumper mohair pha xuyên thấu,woman,jacket,jumpers,1999000,màu cam (#b83b31)
1213470002,chân váy tennis tròn drymove™,woman,sportswear,woclothing,49900,"màu trắng (#ecedec), màu đen (#272628), màu xanh kaki nhạt (#888d82)"
1253466001,áo khoác jersey có cổ,woman,blazers,,1499000,màu đen (#272628)
1249565001,áo ba lỗ lửng,woman,shirt,croppedshirt,29900,"màu trắng (#f0eeed), màu be nhạt (#d2c8ba)"
1210630001,áo thun ôm,woman,shirt,shortsleeve,19900,"màu đen (#272628), màu trắng (#ecedec), màu đen (#272628), màu trắng (#ecedec)"
1241084002,áo kiểu dáng rộng,woman,shirtblouses,blouses,59900,màu xanh dương nhạt (#b7c1d9)
1247039001,váy xoè,woman,dresses,shortdresses,49900,"màu đen (#272628), màu xanh lá/hoa văn (#75846f)"
1214462001,chân váy tennis xếp ly drymove™,woman,sportswear,woclothing,69900,"màu đen (#272628), màu trắng (#ecedec), màu xanh dương nhạt (#96add4), màu xám đậm (#4c4d50)"
1252160002,áo blazer có tay may nhún vải,woman,blazers,,1099000,"màu be (#a29588), màu đen đốm (#29282d), màu xanh kaki đậm (#49453a)"
1245270001,áo hoodie loose fit,woman,hoodiesswetshirt,hoodies,79900,màu đỏ rượu/rêver de bonheur (#4b262d)
1246803004,áo vải jersey,woman,shirt,longsleeve,24900,"màu trắng (#f0eeed), màu đen (#272628), màu trắng (#eeede1), màu xám nhạt (#b0b1b5)"
877769047,quần dài ống rộng,woman,trousers,highwaisted,89900,"màu be (#a29588), màu đen (#272628), màu xanh kaki đậm (#49453a)"
1217073001,áo thể thao drymove™,woman,sportswear,woclothing,49900,màu trắng (#ecedec)
1227299005,wide high jeans,woman,trousers,straight,74900,"màu xanh denim nhạt (#9fa9be), màu xanh denim (#545b6f)"
1254599001,áo măng tô dáng thụng bằng vải có lớp phủ,woman,jacketscoats,coats,1999000,màu nâu đậm (#3f3838)
1124589017,áo blazer có tay may nhún vải,woman,blazerswaistcoats,fitted,1199000,"màu be/hoa văn xương cá (#887f70), màu đen (#272628), màu xám đốm (#494a4f)"
1252915002,áo quây cài khuy trước,woman,shirt,,1299000,màu be (#675842)
1169913017,áo thun dáng thụng in hình,woman,shirt,printed,49900,màu xám nhạt đốm/le marais (#aaaaaa)
1199249017,quần jogger rộng,woman,trousersleggings,,39900,"màu nâu đậm (#4b3935), màu đen (#272628), màu trắng (#ecedec), màu xám đậm (#4c4d50)"
1202833002,áo kiểu poplin buộc dây phía trước,woman,shirtblouses,blouses,44900,"màu đen (#272628), màu trắng (#ffffff), màu xanh dương nhạt (#aebace)"
889828055,áo nỉ,woman,shirt,longsleeve,39900,"màu xanh dương khói (#6f778e), màu đen (#272628), màu be nhạt (#d0c9c0), màu xám nhạt đốm (#a0a0a0)"
1248631002,áo cardigan dệt kim gân nổi,woman,jacket,cardigans,79900,"màu kem (#f4f3e9), màu xanh tím than (#1a2840), màu xanh lá đậm (#403c2d), màu đỏ (#951f34)"
1229908002,áo jumper cổ chữ v dệt kim mịn,woman,jacket,jumpers,39900,"màu xám nhạt đốm (#a0a0a0), màu kem (#dfd8c9), màu trắng/kẻ đen (#ece9e2), màu be nhạt (#d4d0c8)"
1115511010,quần legging thể thao có túi drymove™,woman,sportswear,woactivity,49900,"màu xanh dương xám (#454553), màu xám đậm (#3a3a3d), màu xanh kaki nhạt (#888d82), màu be nhạt (#9f978f)"
1243729001,váy tunic,woman,dresses,shortdresses,59900,"xanh tím than/hoa văn paisley (#383c4a), màu xanh dương nhạt (#adbad1)"
1252013001,váy hở lưng có chân váy xoè,woman,dresses,backless,2499000,màu đen (#272628)
1233109005,chân váy mini kiểu may đo,woman,skirts,shortskirts,24900,"màu xanh tím than (#272836), màu xám đậm đốm (#5f6168), màu đen (#272628), màu be/kẻ ca rô (#cec3b0)"
939703100,áo kiểu cổ chữ v,woman,shirtblouses,blouses,37900,"màu hồng tím đất (#897774), màu đen (#272628), màu hồng phấn (#cdb8b1), màu xanh hoà bình (#687182)"
996759023,áo jersey gân nổi,woman,shirt,longsleeve,29900,"màu trắng (#ffffff), màu đen (#272628), màu be hồng đậm (#6a615d), màu xám đốm (#969696)"
1230873005,quần legging thể thao drymove™ có túi,woman,sportswear,woactivity,49900,"màu xanh kaki (#5c5d5b), màu đen (#272628), màu be nhạt (#b7b2ac)"
1233086002,áo bơi một mảnh đệm ngực high-leg,woman,swimwear,swimsuits,62900,màu đen (#272628)
1199190001,baggy wide low jeans,woman,trousers,loose,99900,"màu xanh denim nhạt (#79829d), màu be (#bbab92), màu xanh denim nhạt (#79829d), màu xanh denim lợt (#8898ac)"
1210630035,áo thun ôm,woman,shirt,shortsleeve,19900,"màu xanh dương nhạt (#aebace), màu đen (#272628), màu trắng (#ecedec), màu đen (#272628)"
1235854002,áo ống,woman,shirt,,24900,màu trắng (#fdfdfc)
1245677001,áo bustier denim,woman,shirt,corsetsbustier,44900,denim blue (#767f99)
1257129002,váy hai dây xuyên thấu,woman,dresses,shortdresses,49900,"màu đen (#272628), màu be/hoạ tiết da báo (#bbab92)"
1227410001,áo thun coolmax®,woman,shirt,shortsleeve,29900,màu trắng (#fdfdfc)
1210941001,váy quấn vân nổi,woman,dresses,mididresses,74900,"màu đen (#272628), màu đen/kẻ trắng (#272628)"
1239854006,flared low jeans,woman,trousers,flare,49900,"màu xanh denim nhạt (#8898ac), màu đen/giặt phai (#272628), màu xanh denim đậm (#4c5164), màu xanh denim nhạt (#8898ac)"
1138084012,áo tay bồng,woman,shirt,shortsleeve,32900,"màu be nhạt/kẻ (#e0d9c8), màu hồng nhạt (#e8d9dc), màu xanh bạc hà (#9bbc94), màu xanh tím than (#1a2840)"
1212806001,áo thun lửng gân nổi,woman,shirt,shortsleeve,14900,"màu đen (#272628), màu trắng (#ecedec)"
1089811025,áo jersey dài tay,woman,shirt,longsleeve,24900,"màu nâu (#6c5b51), màu đen (#272628), màu kem (#f0eeed), màu xanh kaki đậm (#545349)"
1227727042,áo thun dáng thụng in hình,woman,shirt,printed,37900,"màu đen/nick cave (#272628), màu be nhạt/the cranberries (#c3bfb5)"
1220978013,áo sơ mi,woman,shirtblouses,shirt,49900,"màu kem/kẻ đen (#dfd8c9), màu kem (#eeede1), màu xanh kaki đậm (#49453a), màu xanh dương nhạt/kẻ (#859dd6)"
1124757017,áo ngực thể thao vải drymove™ high support,woman,sportswear,woactivity,49900,"màu be nhạt (#e4e2dc), màu trắng (#ecedec), màu xanh mòng két đậm (#39444b), màu xanh kaki đậm (#4d4e45)"
1254026001,áo khoác biker có lớp phủ,woman,jacketscoats,biker,1499000,màu đen (#272628)
1210630005,áo thun ôm,woman,shirt,shortsleeve,19900,"màu đen (#272628), màu đen (#272628), màu trắng (#ecedec), màu trắng (#ecedec)"
1247702001,áo blazer một hàng khuy bằng len pha,woman,blazerswaistcoats,oversized,6499000,màu đen (#353334)
1247890001,chân váy mini,woman,skirts,highwaisted,49900,màu đen (#272628)
1208540007,áo ngực thể thao drymove™ seamless medium support,woman,sportswear,woclothing,39900,"màu be nhạt đốm (#c3bfb5), màu đen (#272628), màu xanh dương xám (#454553), màu nâu (#6c5b51)"
1208540001,áo ngực thể thao drymove™ seamless medium support,woman,sportswear,woclothing,39900,"màu đen (#272628), màu xanh dương xám (#454553), màu nâu (#6c5b51), màu xám nhạt đốm (#c8c8c8)"
1143646012,áo ngực thể thao nâng vừa drymove™,woman,sportswear,woactivity,44900,"màu trắng (#ecedec), màu đen (#272628), màu xanh dương đậm (#2c2c58), màu nâu (#6c5b51)"
1199187001,slim straight high jeans,woman,trousers,straight,74900,"màu đen (#272628), màu kem (#e8e4d5), màu xanh denim (#4c5164)"
1249139001,chân váy xòe có lớp phủ,woman,skirts,a-line,1199000,"màu đỏ rượu (#5d3b41), màu đen (#272628)"
1231783001,váy với chân váy xoè,woman,dresses,shortdresses,59900,"màu hồng nhạt/hoa văn (#eedcd9), màu đen (#272628), màu hồng/hoa (#deafad)"
1124757007,áo ngực thể thao vải drymove™ high support,woman,sportswear,woactivity,49900,"màu trắng (#ecedec), màu xanh mòng két đậm (#39444b), màu xanh kaki đậm (#4d4e45), màu be nhạt (#e4e2dc)"
1252096002,áo cardigan kéo khoá kiểu bạc màu,woman,jacket,cardigans,69900,"màu xanh dương nhạt/giặt phai (#afc4d3), màu đen/giặt phai (#272628)"
1234697011,quần dài ống rộng cạp chun,woman,trousers,highwaisted,49900,"màu be/hoạ tiết da báo (#c7ba99), màu be nhạt/hoạ tiết ngựa vằn (#e5d9c4), màu xanh kaki đậm (#585340)"
1240608001,crop-top có chi tiết vặn xoắn,woman,shirt,croppedshirt,99900,màu đỏ san hô/hoa (#eeede1)
1209199007,chân váy maxi vải jersey,woman,skirts,longskirts,49900,màu đen (#272628)
1243135004,áo sơ mi denim,woman,shirtblouses,denimshirt,69900,"màu xám denim đậm (#666b75), màu xanh denim (#79829d), màu xanh denim nhạt (#8898ac), màu xám denim nhạt (#666b75)"
1243135002,áo sơ mi denim,woman,shirtblouses,denimshirt,69900,"màu xanh denim nhạt (#8898ac), màu xanh denim (#79829d), màu xám denim đậm (#666b75), màu xám denim nhạt (#666b75)"
1245153003,áo jumper ngắn,woman,jacket,jumpers,79900,màu đen (#272628)
1199187006,slim straight high jeans,woman,trousers,straight,74900,"màu kem (#e8e4d5), màu đen (#272628), màu xanh denim (#4c5164)"
1213831002,áo ba lỗ thể thao lửng drymove™,woman,sportswear,woactivity,37900,"màu xám nhạt (#e4e2dc), màu đen (#272628)"
1206355001,slim high jeans,woman,trousers,straight,79900,"màu xanh denim nhạt (#8c93a8), màu xanh denim (#2f62a3)"
1249196001,áo ba lỗ thêu ren lỗ,woman,shirt,vests,59900,màu đen (#272628)
1097564001,áo cổ lọ modal pha,woman,shirt,longsleeve,39900,"màu đen (#272628), màu đen/kẻ (#272628), màu xám đậm đốm (#6e6e6e)"
1202406001,quần legging thể thao drymove™ seamless,woman,sportswear,woactivity,62900,"màu đen (#272628), màu xanh dương xám (#454553)"
1243667003,áo nỉ dáng thụng,woman,hoodiesswetshirt,sweatshirt,39900,"màu xám đốm (#969696), màu hồng phấn (#d6bab6), màu be nhạt (#d0c9c0), màu nâu đậm (#433f44)"
1128985007,áo nỉ,woman,shirt,longsleeve,49900,"màu trắng/kẻ xanh tím than (#ece7e1), màu be nhạt/kẻ (#d0c9c0)"
1011828082,áo nỉ,woman,hoodiesswetshirt,sweatshirt,49900,"màu đen/kẻ trắng (#272628), màu be nhạt/paris (#d0c9c0), màu kem/paris (#eeede1), màu trắng/paris (#f0eeed)"
1205358001,bộ đồ ngủ bằng satin viền ren,woman,nightwear,pyjamas,54900,màu đen (#272628)
1239854003,flared low jeans,woman,trousers,flare,49900,"màu xanh denim nhạt (#8898ac), màu đen/giặt phai (#272628), màu xanh denim đậm (#4c5164), màu xám (#94989f)"
1250500001,áo sơ mi denim chiết eo,woman,shirtblouses,denimshirt,1499000,màu xanh denim đậm (#383c4a)
1249641001,áo khoác tập có viền ống,woman,shirt,longsleeve,69900,màu xanh tím than (#272930)
1142908001,áo thun ôm,woman,shirt,shortsleeve,29900,"màu đen (#272628), màu trắng (#fdfdfc), màu be nhạt (#d0c9c0), màu xám đậm (#494a4f)"
762470421,áo thun in họa tiết,woman,shirt,printed,29900,"màu kem/the rolling stones (#eeede4), màu xám nhạt đốm/chuột mickey (#aaaaaa)"
1237626004,áo gi-lê chui đầu cổ chữ v,woman,jacket,jumpers,24900,"màu xanh dương nhạt (#aebace), màu xanh tím than (#272836), màu be nhạt (#d4d0c8), màu trắng (#f0f1f0)"
1233109006,chân váy mini kiểu may đo,woman,skirts,shortskirts,24900,"màu be/kẻ ca rô (#cec3b0), màu xám đậm đốm (#5f6168), màu đen (#272628), màu xanh tím than (#272836)"
1208540004,áo ngực thể thao drymove™ seamless medium support,woman,sportswear,woclothing,39900,"màu xám nhạt đốm (#c8c8c8), màu đen (#272628), màu xanh dương xám (#454553), màu nâu (#6c5b51)"
1166837010,quần legging thể thao softmove™,woman,sportswear,woactivity,79900,"màu xám đốm (#3a3a3d), màu đen (#272628), màu be đậm (#6b5d57), màu mận đậm (#312b37)"
1091186022,quần dài cạp cao kiểu may đo,woman,trousers,dressed,49900,"màu xanh kaki đậm (#635d50), màu đen (#272628), màu xám/kẻ nhỏ (#969696), màu xám đậm đốm (#505050)"
1240987001,áo tay bồng,woman,shirt,shortsleeve,44900,"màu đen/kẻ trắng (#272628), màu trắng (#f0eeed), màu đỏ rượu (#633337), màu xanh dương nhạt (#adbad1)"
1240250001,váy bodycon cổ thuyền,woman,dresses,bodycon,79900,"màu đen (#272628), màu trắng (#ecedec)"
1236623001,bộ đồ ngủ cotton poplin,woman,nightwear,pyjamas,59900,"màu trắng/kẻ (#f0eeed), màu xanh dương nhạt/kẻ (#95a9d6)"
1228741003,quần short thể thao drymove™,woman,sport,bottoms,49900,"màu hồng nhạt (#deaac7), màu vàng nhạt (#d4d092), màu xám nhạt đốm (#999a9e)"
1240734001,váy sơ mi có thắt lưng,woman,dresses,shirt,69900,"màu kem/kẻ (#dfd8c9), màu đỏ rượu/hoa văn (#633337)"
1089775001,bộ bodysuit cổ chữ v,woman,shirt,bodys,29900,"màu đen (#272628), màu be đậm (#807365)"
1250466001,váy thun dáng đồng hồ cát,woman,dresses,shortdresses,2299000,màu xám đốm (#6a6b70)
1249374001,váy cổ buộc dây có hoa văn đồ hoạ,woman,dresses,mididresses,1999000,màu đen/chấm bi (#272628)
1206078005,áo ngực thể thao drymove™ medium support,woman,sportswear,woclothing,39900,"màu xanh kaki nhạt (#888d82), màu đen (#272628), màu trắng (#ecedec), màu xanh dương xám (#454553)"
889828078,áo nỉ,woman,shirt,longsleeve,39900,"màu xanh kaki nhạt (#a19d8e), màu đen (#272628), màu xanh dương khói (#6f778e), màu be nhạt (#d0c9c0)"
1237315003,quần dài cạp trễ dệt chéo,woman,trousers,wideleg,37900,"màu be nhạt (#d4d0c8), màu đen (#272628)"
1214462003,chân váy tennis xếp ly drymove™,woman,sportswear,woclothing,69900,"màu xanh dương nhạt (#96add4), màu đen (#272628), màu trắng (#ecedec), màu xám đậm (#4c4d50)"
1246428002,áo gi-lê tiện ích dệt chéo,woman,jacketscoats,vests,89900,"màu xanh kaki đậm (#5d584c), màu be đậm (#9e8765)"
1181461005,quần nỉ suông,woman,sport,bottoms,74900,"màu đen (#333538), màu xám nhạt đốm (#c6c9cb)"
1255564004,áo hai dây jersey viền ren,woman,shirt,lowcut,24900,"màu đen/kẻ (#272628), màu hồng nhạt (#d6bab6), màu kem/hoa (#f0f1f0), màu tím nhạt (#9da1b8)"
1243139005,áo sơ mi vải crêpe,woman,shirtblouses,shirt,49900,"màu nâu (#6a4c36), màu trắng (#eeede1), màu xanh kaki đậm (#585340), màu đen (#272628)"
1230836009,quần dài túi hộp rộng,woman,trousers,cargo,59900,"màu be (#9e8765), màu nâu (#685547)"
1238986001,áo blazer một hàng khuy,woman,blazers,,1199000,"màu be/kẻ ca rô (#89725a), kẻ ca rô trắng/đen (#dfd8c9)"
1120585018,áo ngực thể thao drymove™ seamless medium support,woman,sportswear,woactivity,49900,"màu be xám đốm (#9a8b80), màu nâu đậm (#3d3737), màu tím khói (#86879f), màu đen (#272628)"
1214191001,quần dài chạy bộ drymove™,woman,sportswear,woactivity,74900,màu đen (#272628)
1246585002,váy dệt kim mịn có cổ,woman,dresses,knitted,99900,"màu xám đốm (#828282), màu đen (#272628)"
1200471001,bộ 2 tất giữ ấm chân dệt kim gân nổi,woman,sportswear,woactivity,49900,màu đen/xám đậm đốm (#272628)
1248687001,áo nỉ có hoạ tiết,woman,hoodiesswetshirt,sweatshirt,62900,"màu trắng/the hamptons (#f0efec), màu xanh lá xám/venice (#979e99), màu kem/paris (#e9e4da)"
1249142002,váy với phần chân váy tròn,woman,dresses,mididresses,1499000,màu đỏ (#951f34)
1240137003,áo cổ thuyền,woman,shirt,longsleeve,39900,"màu be nhạt đốm (#b5afa0), màu đen/kẻ (#272628)"
1235436002,áo ba lỗ vải crêpe,woman,shirt,lowcut,24900,"màu xám đậm (#383a3d), màu trắng (#f0f1f0)"
1217317003,quần legging thể thao dài ngang mắt cá drymove™,woman,sportswear,woactivity,62900,"màu xanh kaki nhạt (#888d82), màu xanh dương xám (#454553)"
1254718005,áo jersey dài tay,woman,shirt,longsleeve,29900,"màu be nhạt (#d7cdc0), màu đen (#272628)"
1230483003,quần hotpant thể thao drymove™,woman,sportswear,woactivity,24900,"màu be (#8a8a7f), màu xanh dương xám (#454553)"
1197062004,váy sơ mi có thắt lưng buộc,woman,dresses,mididresses,89900,màu đen/hoa văn (#272628)
1234748002,quần legging cạp cao,woman,trousers,leggings,29900,"màu xám đậm (#4c4d50), màu đen (#272628), màu xám nhạt đốm (#afafaf)"
1120585012,áo ngực thể thao drymove™ seamless medium support,woman,sportswear,woactivity,49900,"màu tím khói (#86879f), màu nâu đậm (#3d3737), màu đen (#272628), màu be xám đốm (#9a8b80)"
1240059006,wide ultra high jeans,woman,trousers,ripped,79900,"màu xanh denim đậm (#4c5164), màu đen (#272628), màu xanh denim nhạt (#8898ac), màu xanh denim (#79829d)"
1230680001,áo sơ mi lụa buộc thắt lưng có hoạ tiết trừu tượng,woman,premium,selection,2499000,màu hồng nhạt/hoa văn (#f9cfe0)
1141812001,bộ 2 áo thun lửng,woman,shirt,shortsleeve,29900,màu đen/trắng (#272628)
1243428001,chân váy mini có chi tiết mặt khoá,woman,skirts,shortskirts,69900,màu xám đậm (#494a4f)
1214462002,chân váy tennis xếp ly drymove™,woman,sportswear,woclothing,69900,"màu trắng (#ecedec), màu đen (#272628), màu xanh dương nhạt (#96add4), màu xám đậm (#4c4d50)"
1219902001,quần dài vải lưới đính hạt giả kim cương,woman,trousers,wideleg,4475000,màu be (#9f8169)
1219903001,áo thun vải lưới đính hạt giả kim cương,woman,shirt,shortsleeve,3725000,màu be (#9f8169)
1243048005,áo kiểu tay bóng bay,woman,shirtblouses,blouses,69900,"màu kem/hoa văn (#dfd8c9), màu kem/hoa văn (#272628)"
1238509001,áo polo dáng rộng,woman,shirt,longsleeve,49900,màu kem/kẻ đen (#272628)
1230684001,chân váy lụa pha xếp rủ có hoạ tiết hoa,woman,skirts,longskirts,3499000,màu trắng/hoa (#272628)
1248926002,áo sơ mi có túi trước,woman,shirtblouses,shirt,79900,"màu xanh dương nhạt (#adbad1), màu vàng nhạt (#ebe0bf)"
1236808002,váy có dây rút,woman,dresses,shortdresses,62900,"màu đen (#272628), màu xanh dương nhạt (#a3bbe0), màu be nhạt/hoa nhí (#dccab7)"
1201719013,quần short nỉ,woman,shirt,,29900,"màu đỏ sáng (#c32f29), màu đen (#272628)"
1245672004,áo cardigan có túi,woman,jacket,cardigans,99900,"màu xám đốm (#969696), màu đen (#272628)"
1230483002,quần hotpant thể thao drymove™,woman,sportswear,woactivity,24900,"màu xanh dương xám (#454553), màu be (#8a8a7f)"
882925058,áo ba lỗ gân nổi,woman,shirt,vests,19900,"màu hồng phấn (#d6bab6), màu đen (#272628), màu trắng (#fdfdfc)"
1203487001,áo blazer ôm,woman,blazerswaistcoats,fitted,1290000,màu đen (#272628)
1248631003,áo cardigan dệt kim gân nổi,woman,jacket,cardigans,79900,"màu xanh lá đậm (#403c2d), màu xanh tím than (#1a2840), màu kem (#f4f3e9), màu đỏ (#951f34)"
1239450003,áo jersey cổ thuyền,woman,shirt,longsleeve,37900,"màu xanh kaki đậm (#49453a), màu đen (#272628), màu trắng (#f0f1f0)"
1236518001,váy có thắt lưng,woman,dresses,shortdresses,74900,"màu đen (#272628), màu đen/hoa văn (#272628)"
1243667006,áo nỉ dáng thụng,woman,hoodiesswetshirt,sweatshirt,39900,"màu đen (#272628), màu hồng phấn (#d6bab6), màu be nhạt (#d0c9c0), màu xám đốm (#969696)"
1258790005,quần short kiểu may đo,woman,shorts,highwaisted,79900,"màu đen/hoa văn răng chó (#eeede4), màu nâu (#604e3e)"
1239455005,áo jumper cổ chữ v,woman,jacket,jumpers,49900,"màu xanh kaki đậm (#585340), màu xám đốm (#aaaaaa), màu kem (#dfd8c9)"
1248687010,áo nỉ có hoạ tiết,woman,hoodiesswetshirt,sweatshirt,62900,"màu kem/paris (#e9e4da), màu trắng/the hamptons (#f0efec), màu xanh lá xám/venice (#979e99)"
1252020001,chân váy mini bằng len pha,woman,premium,selection,2299000,màu kem (#eae3d2)
